Title,Link,Remote Testing,Adaptive/IRT,Duration (In Minutes),Test Keys,ID,Test Type,text_for_embedding
Verify Interactive G+ Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,Yes,No,,A,359,Abilities,"Verify Interactive G+ Candidate Report - Abilities. Remote: Yes, Adaptive: No, Duration: nan mins."
Verify Interactive G+ Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/,Yes,No,,A,360,Abilities,"Verify Interactive G+ Report - Abilities. Remote: Yes, Adaptive: No, Duration: nan mins."
Verify Interactive Process Monitoring,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,Yes,No,18.0,A,361,Abilities,"Verify Interactive Process Monitoring - Abilities. Remote: Yes, Adaptive: No, Duration: 18.0 mins."
Virtual Assessment and Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,Yes,No,,P,362,Personality,"Virtual Assessment and Development Centers - Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Visual Basic for Applications (New),https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/,Yes,No,7.0,K,363,Knowledge,"Visual Basic for Applications (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Visual Comparison - UK,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/,Yes,No,5.0,K,364,Knowledge,"Visual Comparison - UK - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
Visual Comparison - US,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/,Yes,No,5.0,K,365,Knowledge,"Visual Comparison - US - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
VLSI and Embedded Systems (New),https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,Yes,No,9.0,K,366,Knowledge,"VLSI and Embedded Systems (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
What Is The Value - US,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/,Yes,Yes,5.0,K,367,Knowledge,"What Is The Value - US - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 5.0 mins."
Workplace Administration Skills (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,Yes,No,12.0,K,368,Knowledge,"Workplace Administration Skills (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 12.0 mins."
Workplace Health and Safety (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/,Yes,No,9.0,K,369,Knowledge,"Workplace Health and Safety (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,Yes,No,15.0,S,370,Situational,"WriteX - Email Writing (Customer Service) (New) - Situational. Remote: Yes, Adaptive: No, Duration: 15.0 mins."
WriteX - Email Writing (Managerial) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,Yes,No,15.0,S,371,Situational,"WriteX - Email Writing (Managerial) (New) - Situational. Remote: Yes, Adaptive: No, Duration: 15.0 mins."
WriteX - Email Writing (Sales) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/,Yes,No,15.0,"B, S",372,"Behavior, Situational","WriteX - Email Writing (Sales) (New) - Behavior, Situational. Remote: Yes, Adaptive: No, Duration: 15.0 mins."
Written English v1,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/,Yes,Yes,30.0,K,373,Knowledge,"Written English v1 - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 30.0 mins."
Written Spanish,https://www.shl.com/solutions/products/product-catalog/view/written-spanish/,Yes,Yes,22.0,K,374,Knowledge,"Written Spanish - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 22.0 mins."
Zabbix (New),https://www.shl.com/solutions/products/product-catalog/view/zabbix-new/,Yes,No,9.0,K,375,Knowledge,"Zabbix (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
360 Digital Report,https://www.shl.com/solutions/products/product-catalog/view/360-digital-report/,Yes,No,,D,376,D,"360 Digital Report - D. Remote: Yes, Adaptive: No, Duration: nan mins."
360° Multi-Rater Feedback System (MFS),https://www.shl.com/solutions/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,Yes,No,,"D, P",377,"D, Personality","360° Multi-Rater Feedback System (MFS) - D, Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Account Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/account-manager-solution/,Yes,Yes,49.0,"C, P, A, B",1,"Cognitive, Personality, Abilities, Behavior","Account Manager Solution - Cognitive, Personality, Abilities, Behavior. Remote: Yes, Adaptive: Yes, Duration: 49.0 mins."
Administrative Professional - Short Form,https://www.shl.com/solutions/products/product-catalog/view/administrative-professional-short-form/,Yes,Yes,36.0,"A, K, P",2,"Abilities, Knowledge, Personality","Administrative Professional - Short Form - Abilities, Knowledge, Personality. Remote: Yes, Adaptive: Yes, Duration: 36.0 mins."
Agency Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/agency-manager-solution/,Yes,Yes,51.0,"A, B, P, S",3,"Abilities, Behavior, Personality, Situational","Agency Manager Solution - Abilities, Behavior, Personality, Situational. Remote: Yes, Adaptive: Yes, Duration: 51.0 mins."
Apprentice + 8.0 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/,Yes,No,30.0,"B, P",4,"Behavior, Personality","Apprentice + 8.0 Job Focused Assessment - Behavior, Personality. Remote: Yes, Adaptive: No, Duration: 30.0 mins."
Apprentice 8.0 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment/,Yes,No,20.0,"B, P",5,"Behavior, Personality","Apprentice 8.0 Job Focused Assessment - Behavior, Personality. Remote: Yes, Adaptive: No, Duration: 20.0 mins."
Bank Administrative Assistant - Short Form,https://www.shl.com/solutions/products/product-catalog/view/bank-administrative-assistant-short-form/,Yes,No,35.0,"A, B, K, P",6,"Abilities, Behavior, Knowledge, Personality","Bank Administrative Assistant - Short Form - Abilities, Behavior, Knowledge, Personality. Remote: Yes, Adaptive: No, Duration: 35.0 mins."
Bank Collections Agent - Short Form,https://www.shl.com/solutions/products/product-catalog/view/bank-collections-agent-short-form/,Yes,No,45.0,"A, B, P",7,"Abilities, Behavior, Personality","Bank Collections Agent - Short Form - Abilities, Behavior, Personality. Remote: Yes, Adaptive: No, Duration: 45.0 mins."
Bank Operations Supervisor - Short Form,https://www.shl.com/solutions/products/product-catalog/view/bank-operations-supervisor-short-form/,Yes,Yes,45.0,"A, B, P, S",8,"Abilities, Behavior, Personality, Situational","Bank Operations Supervisor - Short Form - Abilities, Behavior, Personality, Situational. Remote: Yes, Adaptive: Yes, Duration: 45.0 mins."
Bilingual Spanish Reservation Agent Solution,https://www.shl.com/solutions/products/product-catalog/view/bilingual-spanish-reservation-agent-solution/,Yes,Yes,43.0,"B, P, S, A",9,"Behavior, Personality, Situational, Abilities","Bilingual Spanish Reservation Agent Solution - Behavior, Personality, Situational, Abilities. Remote: Yes, Adaptive: Yes, Duration: 43.0 mins."
"Bookkeeping, Accounting, Auditing Clerk Short Form",https://www.shl.com/solutions/products/product-catalog/view/bookkeeping-accounting-auditing-clerk-short-form/,Yes,Yes,49.0,"P, S, K, B, A",10,"Personality, Situational, Knowledge, Behavior, Abilities","Bookkeeping, Accounting, Auditing Clerk Short Form - Personality, Situational, Knowledge, Behavior, Abilities. Remote: Yes, Adaptive: Yes, Duration: 49.0 mins."
Branch Manager - Short Form,https://www.shl.com/solutions/products/product-catalog/view/branch-manager-short-form/,Yes,No,50.0,"A, B, P",11,"Abilities, Behavior, Personality","Branch Manager - Short Form - Abilities, Behavior, Personality. Remote: Yes, Adaptive: No, Duration: 50.0 mins."
Cashier Solution,https://www.shl.com/solutions/products/product-catalog/view/cashier-solution/,Yes,Yes,28.0,"B, A, P",12,"Behavior, Abilities, Personality","Cashier Solution - Behavior, Abilities, Personality. Remote: Yes, Adaptive: Yes, Duration: 28.0 mins."
Global Skills Development Report,https://www.shl.com/solutions/products/product-catalog/view/global-skills-development-report/,Yes,No,,"A, E, B, C, D, P",13,"Abilities, E, Behavior, Cognitive, D, Personality","Global Skills Development Report - Abilities, E, Behavior, Cognitive, D, Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
.NET Framework 4.5,https://www.shl.com/solutions/products/product-catalog/view/net-framework-4-5/,Yes,Yes,30.0,K,14,Knowledge,".NET Framework 4.5 - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 30.0 mins."
.NET MVC (New),https://www.shl.com/solutions/products/product-catalog/view/net-mvc-new/,Yes,No,17.0,K,15,Knowledge,".NET MVC (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 17.0 mins."
.NET MVVM (New),https://www.shl.com/solutions/products/product-catalog/view/net-mvvm-new/,Yes,No,5.0,K,16,Knowledge,".NET MVVM (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
.NET WCF (New),https://www.shl.com/solutions/products/product-catalog/view/net-wcf-new/,Yes,No,11.0,K,17,Knowledge,".NET WCF (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 11.0 mins."
.NET WPF (New),https://www.shl.com/solutions/products/product-catalog/view/net-wpf-new/,Yes,No,9.0,K,18,Knowledge,".NET WPF (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
.NET XAML (New),https://www.shl.com/solutions/products/product-catalog/view/net-xaml-new/,Yes,No,5.0,K,19,Knowledge,".NET XAML (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
Accounts Payable (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-payable-new/,Yes,No,9.0,K,20,Knowledge,"Accounts Payable (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
Accounts Payable Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-payable-simulation-new/,Yes,No,8.0,S,21,Situational,"Accounts Payable Simulation (New) - Situational. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Accounts Receivable (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-receivable-new/,Yes,No,13.0,K,22,Knowledge,"Accounts Receivable (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 13.0 mins."
Accounts Receivable Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-receivable-simulation-new/,Yes,No,8.0,S,23,Situational,"Accounts Receivable Simulation (New) - Situational. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
ADO.NET (New),https://www.shl.com/solutions/products/product-catalog/view/ado-net-new/,Yes,No,10.0,K,24,Knowledge,"ADO.NET (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Adobe Experience Manager (New),https://www.shl.com/solutions/products/product-catalog/view/adobe-experience-manager-new/,Yes,No,17.0,K,25,Knowledge,"Adobe Experience Manager (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 17.0 mins."
Adobe Photoshop CC,https://www.shl.com/solutions/products/product-catalog/view/adobe-photoshop-cc/,Yes,Yes,20.0,K,26,Knowledge,"Adobe Photoshop CC - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 20.0 mins."
Aeronautical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/aeronautical-engineering-new/,Yes,No,10.0,K,27,Knowledge,"Aeronautical Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Aerospace Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/aerospace-engineering-new/,Yes,No,10.0,K,28,Knowledge,"Aerospace Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Agile Software Development,https://www.shl.com/solutions/products/product-catalog/view/agile-software-development/,Yes,No,7.0,K,29,Knowledge,"Agile Software Development - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Agile Testing (New),https://www.shl.com/solutions/products/product-catalog/view/agile-testing-new/,Yes,No,13.0,K,30,Knowledge,"Agile Testing (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 13.0 mins."
AI Skills,https://www.shl.com/solutions/products/product-catalog/view/ai-skills/,Yes,No,16.0,P,31,Personality,"AI Skills - Personality. Remote: Yes, Adaptive: No, Duration: 16.0 mins."
Amazon Web Services (AWS) Development (New),https://www.shl.com/solutions/products/product-catalog/view/amazon-web-services-aws-development-new/,Yes,No,6.0,K,32,Knowledge,"Amazon Web Services (AWS) Development (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 6.0 mins."
Android Development (New),https://www.shl.com/solutions/products/product-catalog/view/android-development-new/,Yes,No,7.0,K,33,Knowledge,"Android Development (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Angular 6 (New),https://www.shl.com/solutions/products/product-catalog/view/angular-6-new/,Yes,No,11.0,K,34,Knowledge,"Angular 6 (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 11.0 mins."
AngularJS (New),https://www.shl.com/solutions/products/product-catalog/view/angularjs-new/,Yes,No,,K,35,Knowledge,"AngularJS (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: nan mins."
Apache Hadoop (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-new/,Yes,No,7.0,K,36,Knowledge,"Apache Hadoop (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Apache Hadoop Extensions (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-extensions-new/,Yes,No,9.0,K,37,Knowledge,"Apache Hadoop Extensions (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
Apache HBase (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hbase-new/,Yes,No,5.0,K,38,Knowledge,"Apache HBase (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
Apache Hive (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hive-new/,Yes,No,5.0,K,39,Knowledge,"Apache Hive (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
Apache Kafka (New),https://www.shl.com/solutions/products/product-catalog/view/apache-kafka-new/,Yes,No,6.0,K,40,Knowledge,"Apache Kafka (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 6.0 mins."
Apache Pig (New),https://www.shl.com/solutions/products/product-catalog/view/apache-pig-new/,Yes,No,6.0,K,41,Knowledge,"Apache Pig (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 6.0 mins."
Apache Spark (New),https://www.shl.com/solutions/products/product-catalog/view/apache-spark-new/,Yes,No,8.0,K,42,Knowledge,"Apache Spark (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
ASP .NET with C# (New),https://www.shl.com/solutions/products/product-catalog/view/asp-net-with-c-new/,Yes,No,13.0,K,43,Knowledge,"ASP .NET with C# (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 13.0 mins."
ASP.NET 4.5,https://www.shl.com/solutions/products/product-catalog/view/asp-net-4-5/,Yes,Yes,30.0,K,44,Knowledge,"ASP.NET 4.5 - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 30.0 mins."
Assessment and Development Center Exercises,https://www.shl.com/solutions/products/product-catalog/view/assessment-and-development-center-exercises/,Yes,No,,E,45,E,"Assessment and Development Center Exercises - E. Remote: Yes, Adaptive: No, Duration: nan mins."
Automata - Fix (New),https://www.shl.com/solutions/products/product-catalog/view/automata-fix-new/,Yes,No,20.0,S,46,Situational,"Automata - Fix (New) - Situational. Remote: Yes, Adaptive: No, Duration: 20.0 mins."
Automata - SQL (New),https://www.shl.com/solutions/products/product-catalog/view/automata-sql-new/,Yes,No,30.0,S,47,Situational,"Automata - SQL (New) - Situational. Remote: Yes, Adaptive: No, Duration: 30.0 mins."
Automata (New),https://www.shl.com/solutions/products/product-catalog/view/automata-new/,Yes,No,45.0,S,48,Situational,"Automata (New) - Situational. Remote: Yes, Adaptive: No, Duration: 45.0 mins."
Automata Data Science (New),https://www.shl.com/solutions/products/product-catalog/view/automata-data-science-new/,Yes,No,60.0,S,49,Situational,"Automata Data Science (New) - Situational. Remote: Yes, Adaptive: No, Duration: 60.0 mins."
Automata Data Science Pro (New),https://www.shl.com/solutions/products/product-catalog/view/automata-data-science-pro-new/,Yes,No,60.0,S,50,Situational,"Automata Data Science Pro (New) - Situational. Remote: Yes, Adaptive: No, Duration: 60.0 mins."
Automata Front End,https://www.shl.com/solutions/products/product-catalog/view/automata-front-end/,Yes,No,30.0,S,51,Situational,"Automata Front End - Situational. Remote: Yes, Adaptive: No, Duration: 30.0 mins."
Automata Pro (New),https://www.shl.com/solutions/products/product-catalog/view/automata-pro-new/,Yes,No,60.0,S,52,Situational,"Automata Pro (New) - Situational. Remote: Yes, Adaptive: No, Duration: 60.0 mins."
Automata Selenium,https://www.shl.com/solutions/products/product-catalog/view/automata-selenium/,Yes,No,60.0,S,53,Situational,"Automata Selenium - Situational. Remote: Yes, Adaptive: No, Duration: 60.0 mins."
Automation Anywhere RPA Development (New),https://www.shl.com/solutions/products/product-catalog/view/automation-anywhere-rpa-development-new/,Yes,No,8.0,K,54,Knowledge,"Automation Anywhere RPA Development (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Automotive Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/automotive-engineering-new/,Yes,No,13.0,K,55,Knowledge,"Automotive Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 13.0 mins."
Basic Biology (New),https://www.shl.com/solutions/products/product-catalog/view/basic-biology-new/,Yes,No,6.0,K,56,Knowledge,"Basic Biology (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 6.0 mins."
Basic Computer Literacy (Windows 10) (New),https://www.shl.com/solutions/products/product-catalog/view/basic-computer-literacy-windows-10-new/,Yes,No,30.0,"S, K",57,"Situational, Knowledge","Basic Computer Literacy (Windows 10) (New) - Situational, Knowledge. Remote: Yes, Adaptive: No, Duration: 30.0 mins."
Basic Statistics (New),https://www.shl.com/solutions/products/product-catalog/view/basic-statistics-new/,Yes,No,10.0,K,58,Knowledge,"Basic Statistics (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Biochemistry (New),https://www.shl.com/solutions/products/product-catalog/view/biochemistry-new/,Yes,No,8.0,K,59,Knowledge,"Biochemistry (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Biotech Lab Techniques (New),https://www.shl.com/solutions/products/product-catalog/view/biotech-lab-techniques-new/,Yes,No,5.0,K,60,Knowledge,"Biotech Lab Techniques (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
BizTalk (New),https://www.shl.com/solutions/products/product-catalog/view/biztalk-new/,Yes,No,16.0,K,61,Knowledge,"BizTalk (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 16.0 mins."
Business Communication (adaptive),https://www.shl.com/solutions/products/product-catalog/view/business-communication-adaptive/,Yes,Yes,24.0,K,62,Knowledge,"Business Communication (adaptive) - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 24.0 mins."
Business Communications,https://www.shl.com/solutions/products/product-catalog/view/business-communications/,Yes,No,35.0,K,63,Knowledge,"Business Communications - Knowledge. Remote: Yes, Adaptive: No, Duration: 35.0 mins."
C Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new/,Yes,No,10.0,K,64,Knowledge,"C Programming (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
C# Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4039/,Yes,No,9.0,K,65,Knowledge,"C# Programming (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
C++ Programming (New),https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4122/,Yes,No,10.0,K,66,Knowledge,"C++ Programming (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Cardiology and Diabetes Management (New),https://www.shl.com/solutions/products/product-catalog/view/cardiology-and-diabetes-management-new/,Yes,No,4.0,K,67,Knowledge,"Cardiology and Diabetes Management (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 4.0 mins."
Ceramic Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/ceramic-engineering-new/,Yes,No,12.0,K,68,Knowledge,"Ceramic Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 12.0 mins."
Chemical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/chemical-engineering-new/,Yes,No,13.0,K,69,Knowledge,"Chemical Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 13.0 mins."
Cisco AppDynamics (New),https://www.shl.com/solutions/products/product-catalog/view/cisco-appdynamics-new/,Yes,No,9.0,K,70,Knowledge,"Cisco AppDynamics (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
Civil Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/civil-engineering-new/,Yes,No,10.0,K,71,Knowledge,"Civil Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Cloud Computing (New),https://www.shl.com/solutions/products/product-catalog/view/cloud-computing-new/,Yes,No,8.0,K,72,Knowledge,"Cloud Computing (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
COBOL Programming (New),https://www.shl.com/solutions/products/product-catalog/view/cobol-programming-new/,Yes,No,10.0,K,73,Knowledge,"COBOL Programming (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Computer Science (New),https://www.shl.com/solutions/products/product-catalog/view/computer-science-new/,Yes,No,12.0,K,74,Knowledge,"Computer Science (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 12.0 mins."
Contact Center Call Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/contact-center-call-simulation-new/,Yes,No,15.0,S,75,Situational,"Contact Center Call Simulation (New) - Situational. Remote: Yes, Adaptive: No, Duration: 15.0 mins."
Conversational Multichat Simulation,https://www.shl.com/solutions/products/product-catalog/view/conversational-multichat-simulation/,Yes,No,11.0,S,76,Situational,"Conversational Multichat Simulation - Situational. Remote: Yes, Adaptive: No, Duration: 11.0 mins."
Core Java (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,Yes,No,13.0,K,77,Knowledge,"Core Java (Advanced Level) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 13.0 mins."
Core Java (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,Yes,No,13.0,K,78,Knowledge,"Core Java (Entry Level) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 13.0 mins."
Count Out The Money,https://www.shl.com/solutions/products/product-catalog/view/count-out-the-money/,Yes,Yes,5.0,"K, S",79,"Knowledge, Situational","Count Out The Money - Knowledge, Situational. Remote: Yes, Adaptive: Yes, Duration: 5.0 mins."
CSS3 (New),https://www.shl.com/solutions/products/product-catalog/view/css3-new/,Yes,No,8.0,K,80,Knowledge,"CSS3 (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Culinary Skills (New),https://www.shl.com/solutions/products/product-catalog/view/culinary-skills-new/,Yes,No,7.0,K,81,Knowledge,"Culinary Skills (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Customer Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-simulation/,Yes,No,20.0,"B, S",82,"Behavior, Situational","Customer Service Phone Simulation - Behavior, Situational. Remote: Yes, Adaptive: No, Duration: 20.0 mins."
Customer Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-solution/,Yes,No,30.0,"B, P, S",83,"Behavior, Personality, Situational","Customer Service Phone Solution - Behavior, Personality, Situational. Remote: Yes, Adaptive: No, Duration: 30.0 mins."
Cyber Risk (New),https://www.shl.com/solutions/products/product-catalog/view/cyber-risk-new/,Yes,No,9.0,K,84,Knowledge,"Cyber Risk (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
Data Entry (New),https://www.shl.com/solutions/products/product-catalog/view/data-entry-new/,Yes,No,4.0,S,85,Situational,"Data Entry (New) - Situational. Remote: Yes, Adaptive: No, Duration: 4.0 mins."
Data Entry Alphanumeric Split Screen - US,https://www.shl.com/solutions/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/,Yes,No,5.0,K,86,Knowledge,"Data Entry Alphanumeric Split Screen - US - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
Data Entry Numeric Split Screen - US,https://www.shl.com/solutions/products/product-catalog/view/data-entry-numeric-split-screen-us/,Yes,No,5.0,K,87,Knowledge,"Data Entry Numeric Split Screen - US - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
Data Entry Ten Key Split Screen,https://www.shl.com/solutions/products/product-catalog/view/data-entry-ten-key-split-screen/,Yes,No,3.0,K,88,Knowledge,"Data Entry Ten Key Split Screen - Knowledge. Remote: Yes, Adaptive: No, Duration: 3.0 mins."
Data Science (New),https://www.shl.com/solutions/products/product-catalog/view/data-science-new/,Yes,No,14.0,K,89,Knowledge,"Data Science (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 14.0 mins."
Data Warehousing Concepts,https://www.shl.com/solutions/products/product-catalog/view/data-warehousing-concepts/,Yes,Yes,25.0,K,90,Knowledge,"Data Warehousing Concepts - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 25.0 mins."
Dependability and Safety Instrument (DSI),https://www.shl.com/solutions/products/product-catalog/view/dependability-and-safety-instrument-dsi/,Yes,No,10.0,P,91,Personality,"Dependability and Safety Instrument (DSI) - Personality. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Dermatology (New),https://www.shl.com/solutions/products/product-catalog/view/dermatology-new/,Yes,No,3.0,K,92,Knowledge,"Dermatology (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 3.0 mins."
Desktop Support (New),https://www.shl.com/solutions/products/product-catalog/view/desktop-support-new/,Yes,No,8.0,K,93,Knowledge,"Desktop Support (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Digital Advertising (New),https://www.shl.com/solutions/products/product-catalog/view/digital-advertising-new/,Yes,No,7.0,K,94,Knowledge,"Digital Advertising (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Digital Readiness Development Report - IC,https://www.shl.com/solutions/products/product-catalog/view/digital-readiness-development-report/,Yes,No,,P,95,Personality,"Digital Readiness Development Report - IC - Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Digital Readiness Development Report - Manager,https://www.shl.com/solutions/products/product-catalog/view/digital-readiness-development-report-manager/,Yes,No,,P,96,Personality,"Digital Readiness Development Report - Manager - Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Docker (New),https://www.shl.com/solutions/products/product-catalog/view/docker-new/,Yes,No,10.0,K,97,Knowledge,"Docker (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Dojo (New),https://www.shl.com/solutions/products/product-catalog/view/dojo-new/,Yes,No,11.0,K,98,Knowledge,"Dojo (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 11.0 mins."
Drupal (New),https://www.shl.com/solutions/products/product-catalog/view/drupal-new/,Yes,No,17.0,K,99,Knowledge,"Drupal (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 17.0 mins."
